batteryMilliAmps,batteryMilliWatts,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,kalman_soc,SoC_LibreSolar
-0.03,-0.00414,3,13.8,1.0,10.0,10.0
-0.03,-0.00412,3,13.75,1.0,10.0,10.0
0.16,0.02208,3,13.8,1.0,10.0,10.0
-0.03,-0.00413,3,13.77,1.0,10.0,10.0
-0.04,-0.00548,3,13.72,1.0,10.0,10.0
0.0,0.0,0,13.66,1.0,10.0,10.0
0.04,0.00575,0,14.38,1.0,10.0,10.0
0.05,0.00719,0,14.38,1.0,10.0,10.0
-0.01,-0.00143,0,14.39,1.0,10.0,10.0
0.0,0.0,0,14.38,1.0,10.0,10.0
-0.02,-0.00287,0,14.39,1.0,10.0,10.0
-0.02,-0.00287,0,14.38,1.0,10.0,10.0
0.24,0.03456,0,14.4,1.0,10.0,10.0
-0.03,-0.00431,0,14.39,1.0,10.0,10.0
-0.03,-0.00431,0,14.38,1.0,10.0,10.0
0.24,0.0346,0,14.42,1.0,10.0,10.0
0.33,0.04752,0,14.4,1.0,10.0,10.0
-0.04,-0.00574,0,14.37,1.0,10.0,10.0
-0.04,-0.00572,0,14.3,1.0,10.0,10.0
-0.03,-0.00427,0,14.25,1.0,10.0,10.0
-0.03,-0.00425,0,14.17,1.0,10.0,10.0
-0.03,-0.00423,0,14.11,1.0,10.0,10.0
-0.03,-0.00421,0,14.06,1.0,10.0,10.0
-0.03,-0.0042,0,14.0,1.0,10.0,10.0
-0.04,-0.00557,0,13.93,1.0,10.0,10.0
-0.03,-0.00416,0,13.88,1.0,10.0,10.0
-0.03,-0.00414,0,13.83,1.0,10.0,10.0
0.01,0.00137,0,13.77,1.0,10.0,10.0
0.01,0.00137,0,13.75,1.0,10.0,10.0
0.01,0.00137,0,13.74,1.0,10.0,10.0
0.0,0.0,0,13.71,1.0,10.0,10.0
0.01,0.00137,0,13.7,1.0,10.0,10.0
0.01,0.00136,0,13.68,1.0,10.0,10.0
0.02,0.00273,0,13.67,1.0,10.0,10.0
0.01,0.00136,0,13.67,1.0,10.0,10.0
0.01,0.00136,0,13.64,1.0,10.0,10.0
0.01,0.00136,0,13.64,1.0,10.0,10.0
0.01,0.00136,0,13.62,1.0,10.0,10.0
0.01,0.00136,0,13.62,1.0,10.0,10.0
0.01,0.00136,0,13.61,1.0,10.0,10.0
0.01,0.00136,0,13.6,1.0,10.0,10.0
0.01,0.00136,0,13.6,1.0,10.0,10.0
0.01,0.00135,0,13.59,1.0,10.0,10.0
0.01,0.00135,0,13.58,1.0,10.0,10.0
0.01,0.00135,0,13.58,1.0,10.0,10.0
0.01,0.00135,0,13.58,1.0,10.0,10.0
0.01,0.00135,0,13.57,1.0,10.0,10.0
0.01,0.00135,0,13.57,1.0,10.0,10.0
0.0,0.0,0,13.57,1.0,10.0,10.0
0.01,0.00135,0,13.56,1.0,10.0,10.0
0.0,0.0,0,13.55,1.0,10.0,10.0
0.0,0.0,0,13.56,1.0,10.0,10.0
0.0,0.0,0,13.56,1.0,10.0,10.0
0.0,0.0,0,13.55,1.0,10.0,10.0
0.0,0.0,0,13.54,1.0,10.0,10.0
0.01,0.00135,0,13.54,1.0,10.0,10.0
0.01,0.00135,0,13.54,1.0,10.0,10.0
0.0,0.0,0,13.53,1.0,10.0,10.0
0.01,0.00135,0,13.54,1.0,10.0,10.0
0.01,0.00135,0,13.54,1.0,10.0,10.0
0.01,0.00135,0,13.52,1.0,10.0,10.0
0.01,0.00135,0,13.52,1.0,10.0,10.0
0.01,0.00135,0,13.52,1.0,10.0,10.0
0.01,0.00135,0,13.53,1.0,10.0,10.0
0.01,0.00135,1,13.52,1.0,10.0,10.0
0.01,0.00135,1,13.52,1.0,10.0,10.0
0.01,0.00135,1,13.52,1.0,10.0,10.0
0.01,0.00135,1,13.52,1.0,10.0,10.0
0.01,0.00135,1,13.51,1.0,10.0,10.0
0.01,0.00135,1,13.51,1.0,10.0,10.0
0.01,0.00135,1,13.5,1.0,10.0,10.0
0.01,0.00135,1,13.5,1.0,10.0,10.0
0.01,0.00135,1,13.5,1.0,10.0,10.0
0.02,0.00269,1,13.49,1.0,10.0,10.0
0.01,0.00134,1,13.49,1.0,10.0,10.0
0.0,0.0,1,13.49,1.0,10.0,10.0
0.01,0.00134,1,13.49,1.0,10.0,10.0
0.01,0.00134,1,13.49,1.0,10.0,10.0
0.01,0.00134,1,13.48,1.0,10.0,10.0
0.0,0.0,1,13.48,1.0,10.0,10.0
0.01,0.00134,1,13.48,1.0,10.0,10.0
0.25,0.03602,1,14.41,1.0,10.0,10.0
0.33,0.04752,2,14.4,1.0,10.0,10.0
-0.03,-0.0043,2,14.36,1.0,10.0,10.0
0.32,0.04611,2,14.41,1.0,10.0,10.0
-0.03,-0.00431,2,14.38,1.0,10.0,10.0
0.28,0.04034,2,14.41,1.0,10.0,10.0
-0.02,-0.00287,2,14.38,1.0,10.0,10.0
0.04,0.00575,2,14.38,1.0,10.0,10.0
-0.02,-0.00287,2,14.39,1.0,10.0,10.0
0.02,0.00287,2,14.38,1.0,10.0,10.0
-0.02,-0.00287,2,14.38,1.0,10.0,10.0
0.01,0.00143,2,14.38,1.0,10.0,10.0
0.25,0.03605,2,14.42,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
0.25,0.03602,2,14.41,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
0.25,0.03605,2,14.42,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
0.24,0.03456,2,14.4,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
-0.02,-0.00287,2,14.38,1.0,10.0,10.0
-0.03,-0.00431,2,14.38,1.0,10.0,10.0
-0.02,-0.00288,2,14.4,1.0,10.0,10.0
-0.02,-0.00287,2,14.39,1.0,10.0,10.0
-0.03,-0.0043,2,14.34,1.0,10.0,10.0
0.0,0.0,2,14.38,1.0,10.0,10.0
-0.02,-0.00288,2,14.4,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
-0.03,-0.00431,2,14.38,1.0,10.0,10.0
0.3,0.04323,2,14.41,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
-0.04,-0.00574,2,14.37,1.0,10.0,10.0
-0.03,-0.00431,2,14.39,1.0,10.0,10.0
-0.04,-0.00572,3,14.32,1.0,10.0,10.0
-0.03,-0.00427,3,14.26,1.0,10.0,10.0
-0.04,-0.00567,3,14.18,1.0,10.0,10.0
-0.04,-0.00564,3,14.1,1.0,10.0,10.0
-0.04,-0.00561,3,14.04,1.0,10.0,10.0
-0.06,-0.00837,3,13.96,1.0,10.0,10.0
-0.06,-0.00832,3,13.88,1.0,10.0,10.0
-0.07,-0.00965,3,13.79,1.0,10.0,10.0
-0.06,-0.00824,3,13.74,1.0,10.0,10.0
0.01,0.00136,3,13.68,1.0,10.0,10.0
0.01,0.00136,3,13.66,1.0,10.0,10.0
0.01,0.00136,3,13.65,1.0,10.0,10.0
0.01,0.00136,3,13.64,1.0,10.0,10.0
0.01,0.00136,3,13.63,1.0,10.0,10.0
0.01,0.00136,3,13.62,1.0,10.0,10.0
0.01,0.00136,3,13.61,1.0,10.0,10.0
0.01,0.00136,3,13.61,1.0,10.0,10.0
0.01,0.00136,3,13.6,1.0,10.0,10.0
0.01,0.00135,3,13.59,1.0,10.0,10.0
0.0,0.0,3,13.59,1.0,10.0,10.0
0.01,0.00135,3,13.58,1.0,10.0,10.0
0.01,0.00135,3,13.58,1.0,10.0,10.0
0.0,0.0,3,13.57,1.0,10.0,10.0
0.01,0.00135,3,13.58,1.0,10.0,10.0
0.0,0.0,3,13.57,1.0,10.0,10.0
0.01,0.00135,3,13.57,1.0,10.0,10.0
0.01,0.00135,3,13.57,1.0,10.0,10.0
0.01,0.00135,3,13.56,1.0,10.0,10.0
0.01,0.00135,3,13.54,1.0,10.0,10.0
0.0,0.0,3,13.54,1.0,10.0,10.0
0.01,0.00135,3,13.54,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.51,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.0,0.0,3,13.48,1.0,10.0,10.0
0.0,0.0,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.0,0.0,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.0,0.0,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
-0.02,-0.00285,3,14.27,1.0,10.0,10.0
-0.03,-0.00422,3,14.07,1.0,10.0,10.0
-0.04,-0.00557,3,13.94,1.0,10.0,10.0
-0.05,-0.00691,3,13.83,1.0,10.0,10.0
-0.05,-0.00687,3,13.74,1.0,10.0,10.0
-0.04,-0.00546,3,13.66,1.0,10.0,10.0
-0.04,-0.00544,3,13.62,1.0,10.0,10.0
-0.04,-0.00543,3,13.59,1.0,10.0,10.0
-0.03,-0.00406,3,13.56,1.0,10.0,10.0
-0.04,-0.00541,3,13.54,1.0,10.0,10.0
-0.04,-0.00541,3,13.53,1.0,10.0,10.0
0.01,0.00135,3,13.53,1.0,10.0,10.0
0.01,0.00135,3,13.53,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.0,0.0,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.52,1.0,10.0,10.0
0.01,0.00135,3,13.51,1.0,10.0,10.0
0.01,0.00135,3,13.51,1.0,10.0,10.0
0.01,0.00135,3,13.51,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.0,0.0,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.0,0.0,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.0,0.0,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.0,0.0,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.0,0.0,3,13.46,1.0,10.0,10.0
-0.03,-0.00425,3,14.17,1.0,10.0,10.0
-0.03,-0.00414,3,13.8,1.0,10.0,10.0
-0.03,-0.0041,3,13.69,1.0,10.0,10.0
-0.03,-0.00408,3,13.62,1.0,10.0,10.0
-0.03,-0.00407,3,13.58,1.0,10.0,10.0
-0.03,-0.00406,3,13.56,1.0,10.0,10.0
-0.04,-0.00541,3,13.54,1.0,10.0,10.0
-0.03,-0.00405,3,13.52,1.0,10.0,10.0
-0.03,-0.00405,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00135,3,13.5,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.0,0.0,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.0,0.0,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.0,0.0,3,13.49,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.01,0.00134,3,13.48,1.0,10.0,10.0
0.0,0.0,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.01,0.00134,3,13.47,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.46,1.0,10.0,10.0
0.02,0.00269,3,13.45,1.0,10.0,10.0
0.01,0.00134,3,13.45,1.0,10.0,10.0
-1.03,-0.13657,3,13.26,1.0,10.0,10.0
-1.03,-0.13616,3,13.22,1.0,10.0,10.0
-1.03,-0.13606,3,13.21,1.0,10.0,10.0
-1.02,-0.13443,3,13.18,1.0,10.0,10.0
-1.03,-0.13565,3,13.17,1.0,10.0,10.0
-1.02,-0.13423,3,13.16,1.0,10.0,10.0
-1.03,-0.13554,3,13.16,1.0,10.0,10.0
-1.02,-0.13413,3,13.15,1.0,10.0,10.0
-1.03,-0.13534,3,13.14,1.0,10.0,10.0
-1.03,-0.13534,3,13.14,1.0,10.0,10.0
-1.03,-0.13523,3,13.13,1.0,10.0,10.0
-1.02,-0.13382,3,13.12,1.0,10.0,10.0
-1.03,-0.13503,3,13.11,1.0,10.0,10.0
-1.03,-0.13493,3,13.1,1.0,10.0,10.0
-1.03,-0.13493,3,13.1,1.0,10.0,10.0
-1.03,-0.13482,3,13.09,1.0,10.0,10.0
-1.03,-0.13482,3,13.09,1.0,10.0,10.0
-1.02,-0.13341,3,13.08,1.0,10.0,10.0
-1.03,-0.13462,3,13.07,1.0,10.0,10.0
-1.03,-0.13462,3,13.07,1.0,10.0,10.0
3.56,0.49021,3,13.77,1.0,10.0,10.0
3.06,0.42197,3,13.79,1.0,10.0,10.0
1.86,0.255,3,13.71,1.0,10.0,10.0
1.6,0.21968,3,13.73,1.0,10.0,10.0
2.08,0.28766,3,13.83,1.0,10.0,10.0
1.08,0.1485,3,13.75,1.0,10.0,10.0
1.52,0.2096,3,13.79,1.0,10.0,10.0
1.32,0.18216,3,13.8,1.0,10.0,10.0
0.37,0.05072,3,13.71,1.0,10.0,10.0
1.03,0.14224,3,13.81,1.0,10.0,10.0
0.18,0.02469,3,13.72,1.0,10.0,10.0
0.82,0.11324,3,13.81,1.0,10.0,10.0
0.01,0.00137,3,13.73,1.0,10.0,10.0
0.42,0.05779,3,13.76,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
0.31,0.04268,3,13.77,1.0,10.0,10.0
0.07,0.00965,3,13.79,1.0,10.0,10.0
0.25,0.03442,3,13.77,1.0,10.0,10.0
0.02,0.00276,3,13.8,1.0,10.0,10.0
0.21,0.02891,3,13.77,1.0,10.0,10.0
0.45,0.06223,3,13.83,1.0,10.0,10.0
-0.27,-0.03709,3,13.74,1.0,10.0,10.0
0.44,0.06085,3,13.83,1.0,10.0,10.0
-0.29,-0.03984,3,13.74,1.0,10.0,10.0
0.43,0.05946,3,13.83,1.0,10.0,10.0
-0.3,-0.04122,3,13.74,1.0,10.0,10.0
0.06,0.00823,3,13.72,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
-0.05,-0.0069,3,13.8,1.0,10.0,10.0
-0.43,-0.05882,3,13.68,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
-0.07,-0.00965,3,13.79,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
-0.07,-0.00966,3,13.8,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
0.03,0.00411,3,13.72,1.0,10.0,10.0
0.39,0.05397,3,13.84,1.0,10.0,10.0
0.49,0.06776,3,13.83,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
0.04,0.00549,3,13.73,1.0,10.0,10.0
0.13,0.01791,3,13.78,1.0,10.0,10.0
0.15,0.02068,3,13.79,1.0,10.0,10.0
-0.07,-0.00966,3,13.8,1.0,10.0,10.0
-0.02,-0.00275,3,13.79,1.0,10.0,10.0
0.14,0.01929,3,13.78,1.0,10.0,10.0
0.16,0.02206,3,13.79,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.45,-0.0616,3,13.69,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.34,-0.04675,3,13.75,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
0.39,0.05393,3,13.83,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
-0.08,-0.01103,3,13.79,1.0,10.0,10.0
-0.08,-0.01103,3,13.79,1.0,10.0,10.0
0.38,0.05259,3,13.84,1.0,10.0,10.0
0.4,0.05532,3,13.83,1.0,10.0,10.0
0.37,0.05117,3,13.83,1.0,10.0,10.0
0.47,0.065,3,13.83,1.0,10.0,10.0
-0.34,-0.04675,3,13.75,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.07,-0.00966,3,13.8,1.0,10.0,10.0
-0.44,-0.06023,3,13.69,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.03,0.00411,3,13.73,1.0,10.0,10.0
0.38,0.05259,3,13.84,1.0,10.0,10.0
0.47,0.065,3,13.83,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
-0.31,-0.04262,3,13.75,1.0,10.0,10.0
-0.31,-0.04262,3,13.75,1.0,10.0,10.0
-0.45,-0.0616,3,13.69,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.45,-0.0616,3,13.69,1.0,10.0,10.0
0.13,0.01791,3,13.78,1.0,10.0,10.0
-0.09,-0.01242,3,13.8,1.0,10.0,10.0
-0.04,-0.00551,3,13.79,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.37,0.0512,3,13.84,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.3,-0.04122,3,13.74,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
0.48,0.06638,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
0.31,0.04268,3,13.77,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.08,-0.01103,3,13.79,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.46,0.06361,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.37,0.05117,3,13.83,1.0,10.0,10.0
-0.34,-0.04671,3,13.74,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.33,-0.04534,3,13.74,1.0,10.0,10.0
0.37,0.05117,3,13.83,1.0,10.0,10.0
0.31,0.04271,3,13.78,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.04,-0.00552,3,13.8,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
0.15,0.02068,3,13.79,1.0,10.0,10.0
-0.1,-0.0138,3,13.8,1.0,10.0,10.0
-0.04,-0.00552,3,13.8,1.0,10.0,10.0
-0.32,-0.04396,3,13.74,1.0,10.0,10.0
-0.32,-0.04396,3,13.74,1.0,10.0,10.0
-0.3,-0.04125,3,13.75,1.0,10.0,10.0
0.37,0.05117,3,13.83,1.0,10.0,10.0
-0.34,-0.04675,3,13.75,1.0,10.0,10.0
0.38,0.05259,3,13.84,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
0.32,0.04406,3,13.77,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
0.03,0.00411,3,13.72,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.33,-0.04534,3,13.74,1.0,10.0,10.0
-0.31,-0.04262,3,13.75,1.0,10.0,10.0
0.37,0.0512,3,13.84,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.04,-0.00551,3,13.79,1.0,10.0,10.0
0.11,0.01516,3,13.79,1.0,10.0,10.0
-0.1,-0.0138,3,13.8,1.0,10.0,10.0
-0.08,-0.01104,3,13.8,1.0,10.0,10.0
-0.04,-0.00552,3,13.8,1.0,10.0,10.0
-0.04,-0.00551,3,13.79,1.0,10.0,10.0
-0.31,-0.04259,3,13.74,1.0,10.0,10.0
0.02,0.00274,3,13.73,1.0,10.0,10.0
-0.3,-0.04125,3,13.75,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
0.16,0.02204,3,13.78,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.12,0.01654,3,13.79,1.0,10.0,10.0
-0.1,-0.01379,3,13.79,1.0,10.0,10.0
0.13,0.0179,3,13.77,1.0,10.0,10.0
0.14,0.01929,3,13.78,1.0,10.0,10.0
0.02,0.00274,3,13.72,1.0,10.0,10.0
0.35,0.0484,3,13.83,1.0,10.0,10.0
0.47,0.065,3,13.83,1.0,10.0,10.0
-0.33,-0.04534,3,13.74,1.0,10.0,10.0
0.03,0.00411,3,13.73,1.0,10.0,10.0
0.38,0.05259,3,13.84,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
-0.45,-0.0616,3,13.69,1.0,10.0,10.0
0.13,0.01791,3,13.78,1.0,10.0,10.0
-0.09,-0.01242,3,13.8,1.0,10.0,10.0
-0.07,-0.00965,3,13.79,1.0,10.0,10.0
-0.04,-0.00552,3,13.8,1.0,10.0,10.0
-0.05,-0.0069,3,13.8,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
-0.34,-0.04675,3,13.75,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.3,-0.04125,3,13.75,1.0,10.0,10.0
-0.07,-0.00966,3,13.8,1.0,10.0,10.0
0.14,0.01929,3,13.78,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.13,0.01791,3,13.78,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
-0.32,-0.044,3,13.75,1.0,10.0,10.0
-0.34,-0.04671,3,13.74,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.34,-0.04671,3,13.74,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.34,-0.04671,3,13.74,1.0,10.0,10.0
-0.31,-0.04262,3,13.75,1.0,10.0,10.0
-0.04,-0.00551,3,13.79,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.11,0.01516,3,13.79,1.0,10.0,10.0
0.3,0.04131,3,13.77,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.38,0.05259,3,13.84,1.0,10.0,10.0
-0.33,-0.04534,3,13.74,1.0,10.0,10.0
0.37,0.0512,3,13.84,1.0,10.0,10.0
0.46,0.06361,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
-0.44,-0.06023,3,13.69,1.0,10.0,10.0
0.12,0.01654,3,13.79,1.0,10.0,10.0
0.33,0.04544,3,13.77,1.0,10.0,10.0
-0.09,-0.01242,3,13.8,1.0,10.0,10.0
-0.05,-0.0069,3,13.8,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
0.13,0.01792,3,13.79,1.0,10.0,10.0
0.15,0.02067,3,13.78,1.0,10.0,10.0
0.39,0.05393,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.38,0.05255,3,13.83,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
0.36,0.04978,3,13.83,1.0,10.0,10.0
0.39,0.05393,3,13.83,1.0,10.0,10.0
-0.33,-0.0455,3,13.79,1.0,10.0,10.0
-0.09,-0.01241,3,13.79,1.0,10.0,10.0
0.12,0.01653,3,13.78,1.0,10.0,10.0
-0.33,-0.04537,3,13.75,1.0,10.0,10.0
