batteryMilliAmps,batteryMilliWatts,isBatteryInFloat,batteryVoltage,samplePeriodMilliSec,timestamp,SOC_pct
-30,-407,3,13580,1000,2021-05-28 21:08:46+00:00,100.0
-30,-406,3,13560,1000,2021-05-28 21:08:47+00:00,100.0
-40,-541,3,13540,1000,2021-05-28 21:08:48+00:00,100.0
-30,-405,3,13520,1000,2021-05-28 21:08:49+00:00,100.0
-30,-405,3,13500,1000,2021-05-28 21:08:50+00:00,100.0
10,135,3,13500,1000,2021-05-28 21:08:52+00:00,100.0
10,135,3,13500,1000,2021-05-28 21:08:53+00:00,100.0
10,135,3,13500,1000,2021-05-28 21:08:54+00:00,100.0
10,135,3,13500,1000,2021-05-28 21:08:55+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:08:56+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:08:57+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:08:58+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:08:59+00:00,100.0
0,0,3,13490,1000,2021-05-28 21:09:00+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:09:01+00:00,100.0
10,134,3,13490,1000,2021-05-28 21:09:02+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:03+00:00,100.0
0,0,3,13480,1000,2021-05-28 21:09:04+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:05+00:00,100.0
0,0,3,13490,1000,2021-05-28 21:09:06+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:07+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:08+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:09+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:10+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:11+00:00,100.0
10,134,3,13480,1000,2021-05-28 21:09:12+00:00,100.0
0,0,3,13460,1000,2021-05-28 21:09:13+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:14+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:15+00:00,100.0
10,134,3,13460,1000,2021-05-28 21:09:16+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:22+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:23+00:00,100.0
10,134,3,13460,1000,2021-05-28 21:09:24+00:00,100.0
10,134,3,13470,1000,2021-05-28 21:09:25+00:00,100.0
10,134,3,13450,1000,2021-05-28 21:09:26+00:00,100.0
10,134,3,13450,1000,2021-05-28 21:09:27+00:00,100.0
10,134,3,13450,1000,2021-05-28 21:09:28+00:00,100.0
10,134,3,13460,1000,2021-05-28 21:09:29+00:00,100.0
20,269,3,13450,1000,2021-05-28 21:09:30+00:00,100.0
10,134,3,13450,1000,2021-05-28 21:09:31+00:00,100.0
-1030,-13657,3,13260,1000,2021-05-28 21:09:32+00:00,100.0
-1030,-13616,3,13220,1000,2021-05-28 21:09:33+00:00,100.0
-1030,-13606,3,13210,1000,2021-05-28 21:09:34+00:00,100.0
-1020,-13443,3,13180,1000,2021-05-28 21:09:35+00:00,100.0
-1030,-13565,3,13170,1000,2021-05-28 21:09:36+00:00,100.0
-1020,-13423,3,13160,1000,2021-05-28 21:09:37+00:00,100.0
-1030,-13554,3,13160,1000,2021-05-28 21:09:38+00:00,100.0
-1020,-13413,3,13150,1000,2021-05-28 21:09:39+00:00,100.0
-1030,-13534,3,13140,1000,2021-05-28 21:09:40+00:00,100.0
-1030,-13534,3,13140,1000,2021-05-28 21:09:41+00:00,100.0
-1030,-13523,3,13130,1000,2021-05-28 21:09:42+00:00,100.0
-1020,-13382,3,13120,1000,2021-05-28 21:09:43+00:00,100.0
-1030,-13503,3,13110,1000,2021-05-28 21:09:44+00:00,100.0
-1030,-13493,3,13100,1000,2021-05-28 21:09:45+00:00,100.0
-1030,-13493,3,13100,1000,2021-05-28 21:09:46+00:00,100.0
-1030,-13482,3,13090,1000,2021-05-28 21:09:47+00:00,100.0
-1030,-13482,3,13090,1000,2021-05-28 21:09:48+00:00,100.0
-1020,-13341,3,13080,1000,2021-05-28 21:09:49+00:00,100.0
-1030,-13462,3,13070,1000,2021-05-28 21:09:50+00:00,100.0
-1030,-13462,3,13070,1000,2021-05-28 21:09:51+00:00,100.0
3560,49021,3,13770,1000,2021-05-28 21:09:53+00:00,100.0
3060,42197,3,13790,1000,2021-05-28 21:09:54+00:00,100.0
1860,25500,3,13710,1000,2021-05-28 21:09:55+00:00,100.0
1600,21968,3,13730,1000,2021-05-28 21:09:56+00:00,100.0
2080,28766,3,13830,1000,2021-05-28 21:09:57+00:00,100.0
1080,14850,3,13750,1000,2021-05-28 21:09:58+00:00,100.0
1520,20960,3,13790,1000,2021-05-28 21:09:59+00:00,100.0
1320,18216,3,13800,1000,2021-05-28 21:10:00+00:00,100.0
370,5072,3,13710,1000,2021-05-28 21:10:01+00:00,100.0
1030,14224,3,13810,1000,2021-05-28 21:10:02+00:00,100.0
180,2469,3,13720,1000,2021-05-28 21:10:03+00:00,100.0
820,11324,3,13810,1000,2021-05-28 21:10:04+00:00,100.0
10,137,3,13730,1000,2021-05-28 21:10:05+00:00,100.0
420,5779,3,13760,1000,2021-05-28 21:10:06+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:10:07+00:00,100.0
310,4268,3,13770,1000,2021-05-28 21:10:09+00:00,100.0
70,965,3,13790,1000,2021-05-28 21:10:10+00:00,100.0
250,3442,3,13770,1000,2021-05-28 21:10:11+00:00,100.0
20,276,3,13800,1000,2021-05-28 21:10:12+00:00,100.0
210,2891,3,13770,1000,2021-05-28 21:10:13+00:00,100.0
450,6223,3,13830,1000,2021-05-28 21:10:14+00:00,100.0
-270,-3709,3,13740,1000,2021-05-28 21:10:15+00:00,100.0
440,6085,3,13830,1000,2021-05-28 21:10:16+00:00,100.0
-290,-3984,3,13740,1000,2021-05-28 21:10:17+00:00,100.0
430,5946,3,13830,1000,2021-05-28 21:10:18+00:00,100.0
-300,-4122,3,13740,1000,2021-05-28 21:10:19+00:00,100.0
60,823,3,13720,1000,2021-05-28 21:10:20+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:10:21+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:10:22+00:00,100.0
-430,-5882,3,13680,1000,2021-05-28 21:10:23+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:10:24+00:00,100.0
-70,-965,3,13790,1000,2021-05-28 21:10:25+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:10:26+00:00,100.0
-70,-966,3,13800,1000,2021-05-28 21:10:27+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:10:28+00:00,100.0
30,411,3,13720,1000,2021-05-28 21:10:29+00:00,100.0
390,5397,3,13840,1000,2021-05-28 21:10:30+00:00,100.0
490,6776,3,13830,1000,2021-05-28 21:10:31+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:10:32+00:00,100.0
40,549,3,13730,1000,2021-05-28 21:10:33+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:10:34+00:00,100.0
150,2068,3,13790,1000,2021-05-28 21:10:35+00:00,100.0
-70,-966,3,13800,1000,2021-05-28 21:10:36+00:00,100.0
-20,-275,3,13790,1000,2021-05-28 21:10:37+00:00,100.0
140,1929,3,13780,1000,2021-05-28 21:10:38+00:00,100.0
160,2206,3,13790,1000,2021-05-28 21:10:39+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:10:40+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:10:41+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:10:42+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:10:43+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:10:49+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:10:50+00:00,100.0
390,5393,3,13830,1000,2021-05-28 21:10:51+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:10:56+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:10:57+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:10:58+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:10:59+00:00,100.0
400,5532,3,13830,1000,2021-05-28 21:11:00+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:11:01+00:00,100.0
470,6500,3,13830,1000,2021-05-28 21:11:02+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:11:03+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:04+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:05+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:11:06+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:07+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:08+00:00,100.0
-70,-966,3,13800,1000,2021-05-28 21:11:09+00:00,100.0
-440,-6023,3,13690,1000,2021-05-28 21:11:10+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:11+00:00,100.0
30,411,3,13730,1000,2021-05-28 21:11:12+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:11:13+00:00,100.0
470,6500,3,13830,1000,2021-05-28 21:11:14+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:11:15+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:11:16+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:11:17+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:11:18+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:11:19+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:20+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:11:21+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:11:22+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:11:23+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:11:24+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:25+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:11:26+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:27+00:00,100.0
-300,-4122,3,13740,1000,2021-05-28 21:11:28+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:11:29+00:00,100.0
480,6638,3,13830,1000,2021-05-28 21:11:30+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:31+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:11:32+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:11:33+00:00,100.0
310,4268,3,13770,1000,2021-05-28 21:11:34+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:35+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:11:36+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:11:38+00:00,100.0
460,6361,3,13830,1000,2021-05-28 21:11:39+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:40+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:11:42+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:11:43+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:11:44+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:11:45+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:11:46+00:00,100.0
310,4271,3,13780,1000,2021-05-28 21:11:47+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:11:48+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:11:49+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:11:50+00:00,100.0
150,2068,3,13790,1000,2021-05-28 21:11:51+00:00,100.0
-100,-1380,3,13800,1000,2021-05-28 21:11:52+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:11:53+00:00,100.0
-320,-4396,3,13740,1000,2021-05-28 21:11:54+00:00,100.0
-320,-4396,3,13740,1000,2021-05-28 21:11:55+00:00,100.0
-300,-4125,3,13750,1000,2021-05-28 21:11:56+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:11:57+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:11:58+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:11:59+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:12:00+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:12:01+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:12:02+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:12:03+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:12:04+00:00,100.0
320,4406,3,13770,1000,2021-05-28 21:12:05+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:12:06+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:12:07+00:00,100.0
30,411,3,13720,1000,2021-05-28 21:12:08+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:12:09+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:12:10+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:12:11+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:12:12+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:12:13+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:12:14+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:12:15+00:00,100.0
110,1516,3,13790,1000,2021-05-28 21:12:16+00:00,100.0
-100,-1380,3,13800,1000,2021-05-28 21:12:17+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:12:18+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:12:24+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:12:25+00:00,100.0
-310,-4259,3,13740,1000,2021-05-28 21:12:26+00:00,100.0
20,274,3,13730,1000,2021-05-28 21:12:27+00:00,100.0
-300,-4125,3,13750,1000,2021-05-28 21:12:28+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:12:29+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:12:30+00:00,100.0
160,2204,3,13780,1000,2021-05-28 21:12:31+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:12:32+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:12:33+00:00,100.0
-100,-1379,3,13790,1000,2021-05-28 21:12:34+00:00,100.0
130,1790,3,13770,1000,2021-05-28 21:12:35+00:00,100.0
140,1929,3,13780,1000,2021-05-28 21:12:36+00:00,100.0
20,274,3,13720,1000,2021-05-28 21:12:37+00:00,100.0
350,4840,3,13830,1000,2021-05-28 21:12:38+00:00,100.0
470,6500,3,13830,1000,2021-05-28 21:12:39+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:12:40+00:00,100.0
30,411,3,13730,1000,2021-05-28 21:12:41+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:12:42+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:12:43+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:12:44+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:12:45+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:12:46+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:12:47+00:00,100.0
-70,-965,3,13790,1000,2021-05-28 21:12:48+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:12:49+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:12:50+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:12:51+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:12:57+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:12:58+00:00,100.0
-300,-4125,3,13750,1000,2021-05-28 21:12:59+00:00,100.0
-70,-966,3,13800,1000,2021-05-28 21:13:00+00:00,100.0
140,1929,3,13780,1000,2021-05-28 21:13:01+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:13:02+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:13:03+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:13:04+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:13:05+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:13:06+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:13:07+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:13:08+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:13:09+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:13:10+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:13:12+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:13:13+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:13:14+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:13:15+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:13:16+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:13:17+00:00,100.0
110,1516,3,13790,1000,2021-05-28 21:13:18+00:00,100.0
300,4131,3,13770,1000,2021-05-28 21:13:19+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:13:20+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:13:21+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:13:22+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:13:23+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:13:24+00:00,100.0
460,6361,3,13830,1000,2021-05-28 21:13:25+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:13:26+00:00,100.0
-440,-6023,3,13690,1000,2021-05-28 21:13:27+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:13:28+00:00,100.0
330,4544,3,13770,1000,2021-05-28 21:13:29+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:13:30+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:13:31+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:13:32+00:00,100.0
130,1792,3,13790,1000,2021-05-28 21:13:33+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:13:34+00:00,100.0
390,5393,3,13830,1000,2021-05-28 21:13:35+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:13:36+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:13:37+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:13:38+00:00,100.0
360,4978,3,13830,1000,2021-05-28 21:13:39+00:00,100.0
390,5393,3,13830,1000,2021-05-28 21:13:40+00:00,100.0
-330,-4550,3,13790,1000,2021-05-28 21:13:46+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:13:47+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:13:48+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:13:49+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:13:50+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:13:52+00:00,100.0
-350,-4809,3,13740,1000,2021-05-28 21:13:53+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:13:55+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:13:56+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:13:57+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:13:58+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:13:59+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:14:00+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:14:01+00:00,100.0
-460,-6292,3,13680,1000,2021-05-28 21:14:02+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:03+00:00,100.0
20,274,3,13720,1000,2021-05-28 21:14:04+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:14:05+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:06+00:00,100.0
-350,-4812,3,13750,1000,2021-05-28 21:14:07+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:14:08+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:14:09+00:00,100.0
390,5393,3,13830,1000,2021-05-28 21:14:10+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:14:11+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:14:12+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:14:13+00:00,100.0
-100,-1379,3,13790,1000,2021-05-28 21:14:14+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:14:15+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:14:16+00:00,100.0
110,1512,3,13750,1000,2021-05-28 21:14:17+00:00,100.0
10,137,3,13720,1000,2021-05-28 21:14:18+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:14:19+00:00,100.0
-320,-4396,3,13740,1000,2021-05-28 21:14:20+00:00,100.0
-300,-4122,3,13740,1000,2021-05-28 21:14:21+00:00,100.0
360,4978,3,13830,1000,2021-05-28 21:14:22+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:23+00:00,100.0
-70,-965,3,13790,1000,2021-05-28 21:14:24+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:14:25+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:14:26+00:00,100.0
-460,-6297,3,13690,1000,2021-05-28 21:14:27+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:14:28+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:14:29+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:14:30+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:14:31+00:00,100.0
380,5255,3,13830,1000,2021-05-28 21:14:32+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:33+00:00,100.0
360,4982,3,13840,1000,2021-05-28 21:14:34+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:35+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:14:36+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:14:37+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:14:39+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:14:40+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:14:41+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 21:14:42+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:14:43+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:14:44+00:00,100.0
-440,-6023,3,13690,1000,2021-05-28 21:14:45+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:14:46+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:14:47+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:14:48+00:00,100.0
-310,-4259,3,13740,1000,2021-05-28 21:14:49+00:00,100.0
20,274,3,13730,1000,2021-05-28 21:14:50+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:14:51+00:00,100.0
470,6500,3,13830,1000,2021-05-28 21:14:52+00:00,100.0
-330,-4534,3,13740,1000,2021-05-28 21:14:53+00:00,100.0
-460,-6297,3,13690,1000,2021-05-28 21:14:54+00:00,100.0
140,1929,3,13780,1000,2021-05-28 21:14:55+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:14:56+00:00,100.0
120,1653,3,13780,1000,2021-05-28 21:14:57+00:00,100.0
140,1929,3,13780,1000,2021-05-28 21:14:58+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:14:59+00:00,100.0
-30,-414,3,13800,1000,2021-05-28 21:15:00+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:15:01+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:15:02+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:15:03+00:00,100.0
20,274,3,13730,1000,2021-05-28 21:15:04+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:15:05+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:06+00:00,100.0
110,1515,3,13780,1000,2021-05-28 21:15:07+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:15:08+00:00,100.0
-80,-1103,3,13790,1000,2021-05-28 21:15:09+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:15:10+00:00,100.0
320,4409,3,13780,1000,2021-05-28 21:15:12+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:15:13+00:00,100.0
-50,-690,3,13800,1000,2021-05-28 21:15:14+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:15+00:00,100.0
30,411,3,13730,1000,2021-05-28 21:15:16+00:00,100.0
380,5259,3,13840,1000,2021-05-28 21:15:17+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:18+00:00,100.0
-310,-4262,3,13750,1000,2021-05-28 21:15:19+00:00,100.0
360,4982,3,13840,1000,2021-05-28 21:15:20+00:00,100.0
-330,-4537,3,13750,1000,2021-05-28 21:15:21+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:15:23+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:15:24+00:00,100.0
-50,-689,3,13790,1000,2021-05-28 21:15:25+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:15:26+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:15:27+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:15:28+00:00,100.0
-100,-1380,3,13800,1000,2021-05-28 21:15:29+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:15:30+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:15:31+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:15:32+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:33+00:00,100.0
370,5117,3,13830,1000,2021-05-28 21:15:34+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:35+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:15:36+00:00,100.0
-80,-1104,3,13800,1000,2021-05-28 21:15:37+00:00,100.0
110,1515,3,13780,1000,2021-05-28 21:15:38+00:00,100.0
320,4409,3,13780,1000,2021-05-28 21:15:39+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:15:40+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:15:41+00:00,100.0
-40,-551,3,13790,1000,2021-05-28 21:15:42+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:15:43+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:15:44+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:15:45+00:00,100.0
-300,-4122,3,13740,1000,2021-05-28 21:15:46+00:00,100.0
360,4982,3,13840,1000,2021-05-28 21:15:47+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:15:48+00:00,100.0
360,4982,3,13840,1000,2021-05-28 21:15:49+00:00,100.0
-340,-4671,3,13740,1000,2021-05-28 21:15:50+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:15:51+00:00,100.0
-90,-1242,3,13800,1000,2021-05-28 21:15:52+00:00,100.0
150,2067,3,13780,1000,2021-05-28 21:15:53+00:00,100.0
-90,-1241,3,13790,1000,2021-05-28 21:15:54+00:00,100.0
-40,-552,3,13800,1000,2021-05-28 21:15:55+00:00,100.0
130,1791,3,13780,1000,2021-05-28 21:16:01+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:16:02+00:00,100.0
-340,-4675,3,13750,1000,2021-05-28 21:16:03+00:00,100.0
370,5120,3,13840,1000,2021-05-28 21:16:04+00:00,100.0
-320,-4400,3,13750,1000,2021-05-28 21:16:05+00:00,100.0
-460,-6297,3,13690,1000,2021-05-28 21:16:06+00:00,100.0
-450,-6160,3,13690,1000,2021-05-28 21:16:07+00:00,100.0
120,1654,3,13790,1000,2021-05-28 21:16:08+00:00,100.0
140,1930,3,13790,1000,2021-05-28 21:16:09+00:00,100.0
